Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1590000,1.1621841,4.0,960.2727272727273,1.8330452,16.63009267774495,16.63009267774495,1.0
1600000,1.1651329,4.0,999.0,1.8432331,17.545892802151766,17.545892802151766,1.0
1610000,1.167938,4.0,999.0,1.8536203,17.7505685488383,17.7505685488383,1.0
1620000,1.151538,4.0,999.0,1.8632466,17.458718518416088,17.458718518416088,1.0
1630000,1.1461601,4.0,999.0,1.8734977,17.700501835346223,17.700501835346223,1.0
1640000,1.157433,4.0,999.0,1.8731846,17.545856432481244,17.545856432481244,1.0
1650000,1.1658157,4.0,893.0909090909091,1.8814071,15.697256391698664,15.697256391698664,1.0
1660000,1.2003648,4.0,999.0,1.8969973,17.562977090477943,17.562977090477943,1.0
1670000,1.189939,4.0,879.0,1.9019749,15.479121959209442,15.479121959209442,1.0
1680000,1.1951296,4.0,913.6666666666666,1.9545475,15.97469056977166,15.97469056977166,1.0
1690000,1.2037097,4.0,999.0,1.9501263,17.72271290090349,17.72271290090349,1.0
1700000,1.2084744,4.0,989.7692307692307,1.8814087,17.471232657249157,17.471232657249157,1.0
1710000,1.2048727,4.0,943.375,1.8585657,16.306152045726776,16.306152045726776,1.0
1720000,1.185951,4.0,988.6666666666666,1.818813,17.385802124937374,17.385802124937374,1.0
1730000,1.1909108,4.0,999.0,1.8325708,17.62552699446678,17.62552699446678,1.0
1740000,1.1474873,4.0,966.6,1.8183229,17.03288181424141,17.03288181424141,1.0
1750000,1.1467477,4.0,999.0,1.8331406,17.909583633596245,17.909583633596245,1.0
1760000,1.1763064,4.0,999.0,1.863924,17.778312895033096,17.778312895033096,1.0
1770000,1.1728956,4.0,999.0,1.8694122,18.000456484881315,18.000456484881315,1.0
1780000,1.1589133,4.0,999.0,1.8588696,17.950501668453217,17.950501668453217,1.0
1790000,1.1504109,4.0,999.0,1.8638146,17.955038179050792,17.955038179050792,1.0
1800000,1.1518812,4.0,999.0,1.8985465,18.187977224588394,18.187977224588394,1.0
1810000,1.1479017,4.0,999.0,1.9061177,18.050562071800233,18.050562071800233,1.0
1820000,1.183456,4.0,999.0,1.8961912,17.79210177063942,17.79210177063942,1.0
1830000,1.1763171,4.0,999.0,1.8962448,17.889424151844448,17.889424151844448,1.0
1840000,1.1741279,4.0,999.0,1.8490698,17.909547144716438,17.909547144716438,1.0
1850000,1.175652,4.0,999.0,1.838398,17.875526934862137,17.875526934862137,1.0
1860000,1.1818047,4.0,999.0,1.9241661,18.150481474399566,18.150481474399566,1.0
1870000,1.1757354,4.0,933.2727272727273,1.9381577,16.76910190284252,16.76910190284252,1.0
1880000,1.1832958,4.0,910.0,1.9434688,16.139501643180846,16.139501643180846,1.0
1890000,1.1957892,4.0,999.0,1.947068,18.136838566173207,18.136838566173207,1.0
1900000,1.1750482,4.0,999.0,1.9327723,18.16717991564009,18.16717991564009,1.0
1910000,1.1859844,4.0,999.0,1.9348056,17.864093108610675,17.864093108610675,1.0
1920000,1.1859175,4.0,903.3636363636364,1.9131641,16.005274642597545,16.005274642597545,1.0
1930000,1.1883011,4.0,903.1111111111111,1.9031143,16.20751268333859,16.20751268333859,1.0
1940000,1.2005061,4.0,999.0,1.9132876,18.11587886626904,18.11587886626904,1.0
1950000,1.2062825,4.0,939.6,1.8987486,16.51089072227478,16.51089072227478,1.0
1960000,1.2110753,4.0,999.0,1.8936726,17.864165674556386,17.864165674556386,1.0
1970000,1.2341334,4.0,999.0,1.8681217,18.188026696443558,18.188026696443558,1.0
1980000,1.230401,4.0,968.1818181818181,1.8652534,17.303928982127797,17.303928982127797,1.0
1990000,1.2237698,4.0,999.0,1.8907421,18.100562238693236,18.100562238693236,1.0
2000000,1.2075241,4.0,976.7,1.902175,17.672722041606903,17.672722041606903,1.0
2010000,1.2065308,4.0,999.0,1.9160347,17.77320205081593,17.77320205081593,1.0
2020000,1.1989474,4.0,999.0,1.9150919,18.227729298851706,18.227729298851706,1.0
2030000,1.2214359,4.0,957.8,1.9011834,16.941661953926086,16.941661953926086,1.0
2040000,1.2172608,4.0,954.9,1.8923365,17.14458174109459,17.14458174109459,1.0
2050000,1.162946,4.0,854.4545454545455,1.8138697,15.144929197701542,15.144929197701542,1.0
